TABLE_NAME,DOSSIERNUMMER,AANVRAGER,REGELINGNAAM,BELEIDSTERREIN,ORGANISATIEONDERDEEL,PROJECT_NAAM,TYPE_PERIODICITEIT,BEDRAG_AANGEVRAAGD,BEDRAG_VERLEEND,BEDRAG_VASTGESTELD,SUBSIDIEJAAR,DATUM_OVERZICHT
SB_MI_SUBSIDIEREGISTER,SBA-003519,(Particulier),Nadere regels subsidies versterking bewonersparticipatie stadsdeel Zuidoost 2013,Participatie,stadsdeel Zuidoost,"Voor een voetbal toernooi. Wij willen Livio van Glaneweygel, een sportmakker herdenken.",Eenmalig,3990,3990,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-003521,(Particulier),Subsidieregeling groene daken en gevels Amsterdam 2016-2018 (groene daken),Ruimte en Duurzaamheid,Ruimte en Duurzaamheid,Groendak,Eenmalig,6744,6744,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-003533,(Particulier),Subsidieregeling groene daken en gevels Amsterdam 2016-2018 (groene daken),Ruimte en Duurzaamheid,Ruimte en Duurzaamheid,Groen dak / daktuin op een parkeergarage en fietsschuur,Eenmalig,68000.79,17000,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-003540,(Particulier),Subsidie tijdelijk kunstprojecten,Cultuur,stadsdeel Zuid,theaterproject,Eenmalig,2900,0,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-003542,(Particulier),Subsidie tijdelijk kunstprojecten,Cultuur,stadsdeel Zuid,Kunst in de Hemonylaan,Eenmalig,8000,0,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-003561,(Particulier),Subsidie tijdelijk kunstprojecten,Cultuur,stadsdeel Zuid,Kunstproject: De rolluiken van de Cuyp,Eenmalig,10000,0,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-003563,(Particulier),Subsidie tijdelijk kunstprojecten,Cultuur,stadsdeel Zuid,Tentoonstelling en performance,Eenmalig,8000,8000,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-003565,(Particulier),Subsidie tijdelijk kunstprojecten,Cultuur,stadsdeel Zuid,Een nieuw muziekstuk door Alex Waterman geproduceerd en uitgevoerd in Stadsdeel Zuid,Eenmalig,7000,7000,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-003573,(Particulier),Subsidie tijdelijk kunstprojecten,Cultuur,stadsdeel Zuid,Anti Fashio Flashmob,Eenmalig,3963,0,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-003576,(Particulier),Subsidie tijdelijk kunstprojecten,Cultuur,stadsdeel Zuid,Featherweight. Schommels op de Zuidas,Eenmalig,10000,0,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-003577,(Particulier),Subsidieregeling Amsterdam Dialoog 2015-2016,Participatie,"Onderwijs, Jeugd en Zorg",dialooggesprekken Amsterdam,Eenmalig,4000,0,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-003589,(Particulier),Subsidie tijdelijk kunstprojecten,Cultuur,stadsdeel Zuid,"'Dante's diagnose', een theatrale vertelling in Paleis van Mieris",Eenmalig,15000,0,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-003598,(Particulier),Subsidie tijdelijk kunstprojecten,Cultuur,stadsdeel Zuid,Kunstproject Testimonials,Eenmalig,9632,0,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-003591,(Particulier),Nadere regels subsidies versterking bewonersparticipatie stadsdeel Zuidoost 2013,Participatie,stadsdeel Zuidoost,Bewonersintiatief,Eenmalig,4995,0,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-003592,(Particulier),Subsidie tijdelijk kunstprojecten,Cultuur,stadsdeel Zuid,openbare kunstinstallatie,Eenmalig,10000,0,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-003594,(Particulier),Subsidie tijdelijk kunstprojecten,Cultuur,stadsdeel Zuid,Ruwe Diamant Festival 2016,Eenmalig,8000,8000,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-003613,(Particulier),Meedoen Noord,Participatie,stadsdeel Noord,Dorpsfeest Holysloot,Eenmalig,200,200,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-003614,(Particulier),Meedoen Noord,Participatie,stadsdeel Noord,bubbel voetbal wedstrijd zunderdorp,Eenmalig,500,425,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-003615,(Particulier),Meedoen Noord,Participatie,stadsdeel Noord,Kennismaking met een oude muzikale traditie met als kernpersoon Abdesadak Chekara,Eenmalig,500,500,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-003596,(Particulier),Subsidieregeling Amsterdam Dialoog 2015-2016,Participatie,"Onderwijs, Jeugd en Zorg","Een weekend waarin Moskeeën, Kerken en andere gebedshuizen hun deuren open stellen voor publiek.",Eenmalig,4000,0,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-003629,(Particulier),Subsidieregeling Bewonersinitiatieven,Welzijn en Zorg,stadsdeel Zuid,fruittuin,Eenmalig,2685,2050,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-003630,(Particulier),Nadere regels subsidie Kunst Cultuur West,Cultuur,stadsdeel West,kunsteducatieproject 4eGymnasium,Eenmalig,5000,5000,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-003640,(Particulier),Meedoen Noord,Participatie,stadsdeel Noord,Voorjaarsfeest Molenwijkkamer,Eenmalig,490,390,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-003648,(Particulier),Meedoen Noord,Participatie,stadsdeel Noord,Zangkoor Double Dutch,Eenmalig,950,814.3,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-003649,(Particulier),Subsidieregeling Bewonersinitiatieven,Welzijn en Zorg,stadsdeel Zuid,Met het realiseren van een buurttuin in de Donarstraat willen wij de buurt graag een stuk groener ma,Eenmalig,5000,4700,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-003650,(Particulier),Meedoen Noord,Participatie,stadsdeel Noord,40+ popmuziekfestival,Eenmalig,500,350,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-003645,(Particulier),Subsidieregeling Bewonersinitiatieven,Participatie,stadsdeel Oost,HeartLinQ - Marja Remesar,Eenmalig,10073.5,5400,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-003652,(Particulier),Meedoen Noord,Participatie,stadsdeel Noord,Jan Hoeve Dorpentoernooi,Eenmalig,500,350,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-003662,(Particulier),Subsidieregeling Bewonersinitiatieven,Welzijn en Zorg,stadsdeel Zuid,grasveld omzetten in biologisch moestuinen,Eenmalig,3500,3500,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-003669,(Particulier),Nadere regels subsidie Kunst Cultuur West,Cultuur,stadsdeel West,Ondernemerstour West,Eenmalig,4900,4900,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-003693,(Particulier),Subsidie tijdelijk kunstprojecten,Cultuur,stadsdeel Zuid,Dansproject oudere dansers in samenwerking met cinetol. Met als doel een voorstelling.,Eenmalig,9920,0,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-003698,(Particulier),Meedoen Noord,Participatie,stadsdeel Noord,Straatdiner 5 mei,Eenmalig,500,450,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-003702,(Particulier),Subsidieregeling groene daken en gevels Amsterdam 2016-2018 (groene daken),Ruimte en Duurzaamheid,Ruimte en Duurzaamheid,Groendak,Eenmalig,4397,0,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-003707,(Particulier),Subsidie Vrijwilligersinitiatieven in Zuid,Welzijn en Zorg,stadsdeel Zuid,8 x buurt tv programma's,Eenmalig,2000,2000,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-003709,(Particulier),Subsidieregeling Bewonersinitiatieven,Welzijn en Zorg,stadsdeel Zuid,Rondleiding door Diamantbuurt,Eenmalig,175,175,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-003715,(Particulier),Nadere regels subsidies versterking bewonersparticipatie stadsdeel Zuidoost 2013,Participatie,stadsdeel Zuidoost,Evenement,Eenmalig,10361,0,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-003721,(Particulier),Meedoen Noord,Participatie,stadsdeel Noord,8 Ebru workshops en tentoonstelling,Eenmalig,500,400,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-003726,(Particulier),Meedoen Noord,Participatie,stadsdeel Noord,"voor Moederdag, creatieve workshopdag",Eenmalig,450,0,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-003728,(Particulier),Nadere regels subsidies versterking bewonersparticipatie stadsdeel Zuidoost 2013,Participatie,stadsdeel Zuidoost,jeugdvoetbaltoernooi,Eenmalig,1643.42,0,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-003735,(Particulier),Nadere regels subsidies versterking bewonersparticipatie stadsdeel Zuidoost 2013,Participatie,stadsdeel Zuidoost,Braderie Holendrecht 40 jarig bestaan,Eenmalig,5000,5000,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-003739,(Particulier),Meedoen Noord,Participatie,stadsdeel Noord,Ik wil jong en oud aan het bewegen krijgen,Eenmalig,3555,0,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-003746,(Particulier),Nadere regels subsidies versterking bewonersparticipatie stadsdeel Zuidoost 2013,Participatie,stadsdeel Zuidoost,BBQ voor bewoners  wooncomplex Groenhoven,Eenmalig,3750,0,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-003752,(Particulier),Subsidieregeling Bewonersinitiatieven,Welzijn en Zorg,stadsdeel Zuid,schilderen van het verdeelhuisje,Eenmalig,1100,1100,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-003766,(Particulier),Eenmalige Initiatieven SD Noord,Algemeen,stadsdeel Noord,"FESTIVAL MUZIEKKAPELLEN: 4x3 optredens van blaas-ensembles op 4 lokaties, op 29.05 en 28.08.2016",Eenmalig,4000,4000,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-003798,(Particulier),Meedoen Noord,Participatie,stadsdeel Noord,4 mei herdenking,Eenmalig,460,100,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-003846,(Particulier),Meedoen Noord,Participatie,stadsdeel Noord,Opzetten van zaalvoetbalteam jongeren en verzorgen van trainingen,Eenmalig,5000,5000,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-003847,(Particulier),Subsidieregeling Bewonersinitiatieven,Welzijn en Zorg,stadsdeel Zuid,Bewoners bijeenkomst Stichtstraat,Eenmalig,1000,1000,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-003861,(Particulier),Meedoen Noord,Participatie,stadsdeel Noord,Banne Buurtfeest,Eenmalig,1015,0,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-003864,(Particulier),Nadere regels subsidies versterking bewonersparticipatie stadsdeel Zuidoost 2013,Participatie,stadsdeel Zuidoost,Buren ontmoetingsfeest F-buurt,Eenmalig,2400,2400,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-003866,(Particulier),Eenmalige Initiatieven SD Noord,Algemeen,stadsdeel Noord,Toerisme in Amsterdam Noord stimuleren,Eenmalig,4923,0,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-003881,(Particulier),Meedoen Noord,Participatie,stadsdeel Noord,Koningsdag Vrijmarkt Zonneplein,Eenmalig,1000,0,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-003889,(Particulier),Meedoen Noord,Participatie,stadsdeel Noord,Bingo,Eenmalig,750,0,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-003892,(Particulier),Subsidieregeling buurtbudgetten (West),Participatie,stadsdeel West,tuinen,Eenmalig,250,250,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-003894,(Particulier),Subsidieregeling Bewonersinitiatieven,Participatie,stadsdeel Oost,Hoodstock Blockparty,Eenmalig,2500,2500,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-003896,(Particulier),Eenmalige Initiatieven SD Noord,Algemeen,stadsdeel Noord,Een project waarin we met bewoners van de Banne antwoorden gaan vinden op wat ze samen delen,Eenmalig,2800,2800,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-003876,(Particulier),Subsidie tijdelijk kunstprojecten,Cultuur,stadsdeel Zuid,Theatrale geluidswandeling door verleden en heden van Joods Amsterdam Zuid.,Eenmalig,9500,0,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-003918,(Particulier),Nadere regels subsidies versterking bewonersparticipatie stadsdeel Zuidoost 2013,Participatie,stadsdeel Zuidoost,Softbaltoernooi,Eenmalig,2955,2955,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-003943,(Particulier),Eenmalige Initiatieven SD Zuidoost,Algemeen,stadsdeel Zuidoost,Talentontwikkeling voor jongeren,Eenmalig,5500,0,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-003992,(Particulier),Eenmalige Initiatieven SD Zuidoost,Algemeen,stadsdeel Zuidoost,Brandweer opendag kinderspelen 28 mei,Eenmalig,2000,2000,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-003995,(Particulier),Nadere regels subsidies versterking bewonersparticipatie stadsdeel Zuidoost 2013,Participatie,stadsdeel Zuidoost,3 Daagse van 3 Mond (Matchzo 5 jaar),Eenmalig,3500,3500,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-004012,(Particulier),Subsidieregeling buurtbudgetten (West),Participatie,stadsdeel West,voor een beamer en dvd speler,Eenmalig,1090,1090,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-004063,(Particulier),Subsidieregeling Bewonersinitiatieven,Participatie,stadsdeel Oost,Iftar tijdens de maand Ramadan,Eenmalig,5000,0,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-004065,(Particulier),Eenmalige Initiatieven SD Noord,Algemeen,stadsdeel Noord,Verbeteren Verkeersveiligheid,Eenmalig,562.5,0,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-004067,(Particulier),Meedoen Noord,Participatie,stadsdeel Noord,Buurt activiteiten,Eenmalig,1500,0,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-004070,(Particulier),Subsidieregeling Bewonersinitiatieven,Welzijn en Zorg,stadsdeel Zuid,dependance buurtcomposteren frans hals,Eenmalig,1970,1970,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-004075,(Particulier),Nadere regels subsidies versterking bewonersparticipatie stadsdeel Zuidoost 2013,Participatie,stadsdeel Zuidoost,Project Empathy Jump,Eenmalig,2500,2500,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-004076,(Particulier),Subsidieregeling buurtbudgetten (West),Participatie,stadsdeel West,aanleg tuinen boomspiegels van Houweningenstraat,Eenmalig,1200,1200,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-004077,(Particulier),Nadere regels subsidie Kunst Cultuur West,Cultuur,stadsdeel West,Persbureau Amsterdamse School/Open Monumentendag,Eenmalig,5000,5000,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-004086,(Particulier),Meedoen Noord,Participatie,stadsdeel Noord,Bingomiddag voor ouderen,Eenmalig,1600,910,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-004114,(Particulier),Subsidieregeling Bewonersinitiatieven,Welzijn en Zorg,stadsdeel Zuid,Buurtfeest i.v.m. Heropening Rijnstraat en 50 jarig jubileum Stichting WOOR,Eenmalig,2000,2000,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-004110,(Particulier),Meedoen Noord,Participatie,stadsdeel Noord,Sportdag en buurtfeest,Eenmalig,500,300,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-004150,(Particulier),Meedoen Noord,Participatie,stadsdeel Noord,DIY knutsel atelier,Eenmalig,3710,1075,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-004152,(Particulier),Subsidieregeling Amsterdam Dialoog 2015-2016,Participatie,"Onderwijs, Jeugd en Zorg",Dynamisch dialoog gericht op meer saamhorigheid op IJburg,Eenmalig,3960,0,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-004159,(Particulier),Nadere regels subsidies versterking bewonersparticipatie stadsdeel Zuidoost 2013,Participatie,stadsdeel Zuidoost,Kunstroute voor bewoners K-buurt,Eenmalig,934,394,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-004166,(Particulier),Nadere regels subsidies versterking bewonersparticipatie stadsdeel Zuidoost 2013,Participatie,stadsdeel Zuidoost,Workshop jongeren: My Style,Eenmalig,1960,1960,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-004170,(Particulier),Nadere regels subsidies versterking bewonersparticipatie stadsdeel Zuidoost 2013,Participatie,stadsdeel Zuidoost,Indepndence Day Liberia viering Zuidoost,Eenmalig,4889.6,0,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-004176,(Particulier),Meedoen Noord,Participatie,stadsdeel Noord,Ontmoetingsochtenden voor vrouwen,Eenmalig,1000,846,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-004180,(Particulier),Subsidie Vrijwilligersinitiatieven in Zuid,Welzijn en Zorg,stadsdeel Zuid,DICHTBIJ in het Amstelpark,Eenmalig,2000,2000,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-004181,(Particulier),Subsidieregeling buurtbudgetten (West),Participatie,stadsdeel West,gemeenschappelijk beheren tuin groen initiatief,Eenmalig,223.98,223.98,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-004191,(Particulier),Meedoen Noord,Participatie,stadsdeel Noord,voor een culturele buurtmiddag omlijst met muziek,Eenmalig,1063.5,0,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-004195,(Particulier),Meedoen Noord,Participatie,stadsdeel Noord,in stand houden van een zangkoor,Eenmalig,1625,1625,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-004201,(Particulier),Meedoen Noord,Participatie,stadsdeel Noord,buurtevent voor jong en oud,Eenmalig,4770,1000,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-004203,(Particulier),Meedoen Noord,Participatie,stadsdeel Noord,jaarlijks buurtfeestJE,Eenmalig,2650,980,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-004222,(Particulier),Nadere regels subsidies versterking bewonersparticipatie stadsdeel Zuidoost 2013,Participatie,stadsdeel Zuidoost,bewonersactiviteit Iftar bijeenkomst (sociale cohesie),Eenmalig,5000,0,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-004227,(Particulier),Subsidieregeling buurtbudgetten (West),Participatie,stadsdeel West,Oorlogsverhalen Postjesbuurt,Eenmalig,2750,2750,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-004230,(Particulier),Subsidie Kunst en cultuur Oost,Cultuur,stadsdeel Oost,publiceren van fotoproject in vorm van een boek en verschillende affiches,Eenmalig,2500,0,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-004209,(Particulier),Subsidieregeling Burgerschap en Diversiteit,Participatie,"Onderwijs, Jeugd en Zorg",dag van de Afasie etc.,Eenmalig,2500,0,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-004234,(Particulier),Meedoen Noord,Participatie,stadsdeel Noord,twiskespeeltuin zomerfeest 2016,Eenmalig,500,500,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-004235,(Particulier),Meedoen Noord,Participatie,stadsdeel Noord,Aerobics sport voor vrouwen,Eenmalig,1036,1036,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-004236,(Particulier),Meedoen Noord,Participatie,stadsdeel Noord,zaalvoetbal jeugd,Eenmalig,496,496,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-004245,(Particulier),Eenmalige Initiatieven SD Zuid,Algemeen,stadsdeel Zuid,Beautydag,Eenmalig,1250,1250,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-004248,(Particulier),Subsidieregeling Participatie,Participatie,stadsdeel Zuid,Carriere Coach cafe,Eenmalig,3654,0,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-004250,(Particulier),Subsidieregeling Participatie,Participatie,stadsdeel Zuid,Een bijeenkomst Carriere Coach Cafe,Eenmalig,3654,0,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-004251,(Particulier),Meedoen Noord,Participatie,stadsdeel Noord,Buurtkrant Vogelbuurt/IJplein,Eenmalig,2990,2990,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-004252,(Particulier),Meedoen Noord,Participatie,stadsdeel Noord,"10 bijeenkomsten: 5 over sociale cohesie, 5 over goed leven",Eenmalig,4100,0,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-004253,(Particulier),Meedoen Noord,Participatie,stadsdeel Noord,Programma Choco Ondernemers: duurzaam ondernemen voor kinderen van 9 t/m 12 jaar in Buikslotermeer,Eenmalig,1695,895,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-004260,(Particulier),Meedoen Noord,Participatie,stadsdeel Noord,Conflict Cafe festival:  bezoekers Buikslotermeerplein enthousiasmeren om conflicten te voorkomen,Eenmalig,1700,1200,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-004265,(Particulier),Meedoen Noord,Participatie,stadsdeel Noord,Buurtfeest Dadelstraat en omgeving,Eenmalig,1960,1190,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-004268,(Particulier),Meedoen Noord,Participatie,stadsdeel Noord,Speeltuinfeest Speeltuin De Noorderling,Eenmalig,900,900,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-004270,(Particulier),Meedoen Noord,Participatie,stadsdeel Noord,Sportmiddagen Speeltuin de Noorderling,Eenmalig,750,750,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-004277,(Particulier),Meedoen Noord,Participatie,stadsdeel Noord,Vrouwenontmoeting,Eenmalig,890,790,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-004278,(Particulier),Meedoen Noord,Participatie,stadsdeel Noord,Nederlandse conversatieles Breedhuis,Eenmalig,341.25,341.25,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-004279,(Particulier),Meedoen Noord,Participatie,stadsdeel Noord,10 creatieve middagen voor kinderen in het Breedhuis,Eenmalig,748,673,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-004281,(Particulier),Meedoen Noord,Participatie,stadsdeel Noord,Pasar Malam Breedhuis,Eenmalig,2152.5,1500,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-004285,(Particulier),Meedoen Noord,Participatie,stadsdeel Noord,Joy4kids,Eenmalig,200,200,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-004287,(Particulier),Meedoen Noord,Participatie,stadsdeel Noord,Spelmiddagen Molenwijk,Eenmalig,650,650,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-004288,(Particulier),Eenmalige Initiatieven SD Zuidoost,Algemeen,stadsdeel Zuidoost,Workshop voor jongeren financiele zelfredzaamheid Bindelmeer College,Eenmalig,9802,0,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-004289,(Particulier),Meedoen Noord,Participatie,stadsdeel Noord,Buurtcamping Noorderpark,Eenmalig,2860,2860,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-004291,(Particulier),Meedoen Noord,Participatie,stadsdeel Noord,Om bijeenkomsten en activiteiten te organiseren voor Afgaanse vrouwen,Eenmalig,2070,0,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-004295,(Particulier),Meedoen Noord,Participatie,stadsdeel Noord,"Rakkers in het Riet, sociaal project voor kinderen van Amsterdam Noord gericht op NME",Eenmalig,960,500,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-004296,(Particulier),Meedoen Noord,Participatie,stadsdeel Noord,Sinterklaasintocht Tuindorp Oostzaan e.o.2016,Eenmalig,4950,1125,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-004297,(Particulier),Meedoen Noord,Participatie,stadsdeel Noord,Sinterklaasfeest Zonnehuis,Eenmalig,4200,700,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-004305,(Particulier),Meedoen Noord,Participatie,stadsdeel Noord,BBQ Koekoeksplein,Eenmalig,5325,0,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-004308,(Particulier),Nadere regels subsidies versterking bewonersparticipatie stadsdeel Zuidoost 2013,Participatie,stadsdeel Zuidoost,Oudere bewoners aanleunwoningen De Venser en Venseprolder,Eenmalig,2780,2780,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-004310,(Particulier),Nadere regels subsidies versterking bewonersparticipatie stadsdeel Zuidoost 2013,Participatie,stadsdeel Zuidoost,Buurtspeldag voor kinderen en hun ouders,Eenmalig,1535.5,1535.5,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-004331,(Particulier),Nadere regels subsidies versterking bewonersparticipatie stadsdeel Zuidoost 2013,Participatie,stadsdeel Zuidoost,Kinderprogramma tijdens de FG-JCMMI ontmoetingsdagen.,Eenmalig,2775,2775,NULL,2016,2016-11-07 01:00
